ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
DE000A0LD6E6;GXI;GERRESHEIMER;Medizinische Geräte;Gesundheitswesen;Deutschland;11.06.2024;EUR;107.2;positive;4.04;125.37;0.1362;mittel;negativ;stark unterbewertet;positiv;0.0868;STOXX600;14.2;0.176;0.0803;0.1124;0.4145;0.4819;3;positiv;1990;116;0.0583;0.89;0.1888;0.5708;0.1501;0.0137
SE0000202624;GETIB;GETINGE AB;Medizinische Geräte;Gesundheitswesen;Schweden ;11.06.2024;SEK;182.5;neutral;4.76;217.17;-0.1864;mittel;negativ;stark unterbewertet;negativ;-0.1321;STOXX600;13;0.1411;0.08;0.1172;0.5475;0.5292;1;positiv;31827;2412;0.0758;1.26;0.09;0.5776;0.1415;0.0273
FR0010533075;GET;GETLINK;Transportwesen;Industrie;Frankreich;11.06.2024;EUR;16.03;eher positive;9.37;17.31;-0.0323;niedrig;negativ;leicht überbewertet;positiv;0.0058;STOXX600;32.2;0.1604;0.132;0.3707;0.2735;0.2755;2;positiv;1829;326;0.1782;3.18;0.5866;0.2026;NULL;0.0388
CH0010645932;GIVN;GIVAUDAN SA;Spezialitäten-Chemie;Chemie;Schweiz ;11.06.2024;CHF;4356;eher positive;44.89;4573.8;0.2503;niedrig;positiv;leicht überbewertet;positiv;0.0814;STOXX600;32.5;0.21;0.2236;0.1595;0.3588;0.1242;3;neutral;6915;893;0.1291;1.75;0.4011;0.6214;0.1806;0.0163
NO0010582521;GJF;GJENSIDIGE FORSIKRING;Universalversicherungen;Versicherungen;Norwegen;11.06.2024;NOK;183.1;positive;8.59;200.38;-0.0235;niedrig;positiv;stark unterbewertet;positiv;-0.0131;STOXX600;13.3;0.1499;0.1796;0.1451;0.1577;0.2454;3;positiv;39789;4132;0.1038;0.06;0.0383;0.2728;NULL;0.0523
IE0000669501;GLB;GLANBIA;Nahrungsmittel;Nahrungsmittel & Getränke;Irland;11.06.2024;EUR;18.89;positive;5.29;20.63;0.2669;niedrig;negativ;leicht unterbewertet;positiv;0.0406;STOXX600;12.4;0.0997;0.1665;0.0751;0.5406;0.4885;3;positiv;5018;322;0.0642;1.68;0.1629;1.4052;0.0915;0.0212
GB00BN7SWP63;GSK;GLAXOSMITHKLINE;Pharmaka;Gesundheitswesen;Grossbritannien ;11.06.2024;GBp;1615;positive;84.24;1906.41;0.1136;niedrig;positiv;stark unterbewertet;negativ;-0.0883;STOXX600;8.1;0.0856;0.3692;0.2577;0.2262;0.2269;2;positiv;30328;4928;0.1625;0.88;0.2577;0.514;0.2564;0.0378
JE00B4T3BW64;GLEN;GLENCORE;Minen;Rohstoffe;Grossbritannien ;11.06.2024;GBp;465.55;neutral;73.85;514.99;-0.0139;mittel;positiv;leicht unterbewertet;positiv;-0.0153;STOXX600;11;0.0904;0.1007;0.0487;0.3518;0.5948;3;neutral;175361;3443;0.0196;1.22;0.1718;1.8047;0.0471;0.0261
IE00B00MZ448;GFTU;GRAFTON GROUP PLC;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Grossbritannien ;11.06.2024;GBp;965;eher positive;2.49;1089.65;0.0592;niedrig;negativ;stark unterbewertet;positiv;-0.0019;STOXX600;11.6;0.0906;0.0898;0.0906;0.59;0.8822;3;neutral;2319;149;0.0643;2.46;0.2025;0.8264;0.1184;0.0378
GB00B63QSB39;GRG;GREGGS PLC.;Restaurants & Bars;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;2814;eher positive;3.69;3104.31;0.0815;niedrig;positiv;fairer Preis;positiv;0.0081;STOXX600;16.9;0.1346;0.2684;0.1007;0.4671;0.2011;4;neutral;1810;143;0.079;1.09;0.235;1.5923;0.1478;0.0257
ES0171996087;GRF;GRIFOLS SA;Biotechnologie;Gesundheitswesen;Spanien;11.06.2024;EUR;9.02;neutral;5.93;8.16;-0.4165;hoch;positiv;leicht unterbewertet;positiv;-0.0356;STOXX600;6.9;0.3057;0.0102;0.1156;0.2716;0.8931;3;positiv;6592;59;0.009;2.79;0.4297;0.3073;0.076;0
FR0011726835;GTT;GTT;Transportwesen;Industrie;Frankreich;11.06.2024;EUR;129.2;eher positive;5.16;148.35;0.0776;niedrig;negativ;leicht unterbewertet;negativ;-0.0419;STOXX600;13.2;0.1587;0.5988;0.5443;0.5456;0.0759;1;positiv;428;201;0.4696;1.93;0.0097;0.6939;0.4956;0.0537
SE0000106270;HMB;H&M HENNES & MAURITZ AB;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Schweden ;11.06.2024;SEK;183.15;positive;28.35;213.46;0.037;mittel;negativ;stark unterbewertet;positiv;0.0806;STOXX600;17.2;0.1864;0.1842;0.0601;0.2621;0.1982;3;neutral;236035;8752;0.0371;1.19;0.3465;1.3021;0.1343;0.0395
GB00BMX86B70;HLN;HALEON;Pharmaka;Gesundheitswesen;Grossbritannien ;11.06.2024;GBP;321.1;eher positive;37.63;354.56;-0.0017;niedrig;positiv;fairer Preis;positiv;-0.0138;STOXX600;15.1;0.1133;0.0632;0.2308;0.4876;0.5591;3;positiv;11302;1049;0.0928;1.04;0.2584;0.3319;0.1202;0.0209
GB0004052071;HLMA;HALMA;Verbraucherelektronik;Industrie;Grossbritannien ;11.06.2024;GBp;2274;neutral;11.02;2449.47;-0.0044;mittel;positiv;leicht überbewertet;negativ;-0.0165;STOXX600;24.1;0.1611;0.1467;0.1751;0.5734;0.1899;1;positiv;1853;235;0.1268;2.62;0.2675;0.6645;0.1813;0.0103
DE0008402215;HNR1;HANNOVER RUECK;Rückversicherungen;Versicherungen;Deutschland;11.06.2024;EUR;231.9;eher positive;30.12;249.96;0.0721;niedrig;negativ;stark unterbewertet;positiv;-0.0161;STOXX600;11.1;0.105;0.1802;0.0902;0.1559;0.3883;2;positiv;22091;1825;0.0826;-3.3;0.0707;0.3401;NULL;0.0362
DE0006047004;HEI;HEIDELBERG MATERIALS;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Deutschland;11.06.2024;EUR;95.14;eher positive;18.69;106.97;0.1754;niedrig;negativ;stark unterbewertet;positiv;-0.0409;STOXX600;7.2;0.0752;0.1119;0.1326;0.4743;1.17;2;neutral;21178;1929;0.0911;1.19;0.1777;0.5826;0.1494;0.0345
NL0000009165;HEIA;HEINEKEN;Brauereien;Nahrungsmittel & Getränke;Holland;11.06.2024;EUR;94.44;positive;57.49;102.64;0.0272;niedrig;positiv;leicht unterbewertet;positiv;0.0139;STOXX600;15.1;0.1318;0.1149;0.1338;0.3557;0.3858;4;positiv;30362;2304;0.0759;0.77;0.2491;0.5385;0.1484;0.0197
CH0466642201;HELN;HELVETIA HOLDING;Universalversicherungen;Versicherungen;Schweiz ;11.06.2024;CHF;118.6;positive;7.08;133.24;0.0233;niedrig;positiv;leicht unterbewertet;positiv;0.0071;STOXX600;11.2;0.1529;0.0829;0.0515;0.0552;0.4586;4;positiv;10463;277;0.0265;0.07;0.0408;0.1729;0.0404;0.058
DE0006048432;HEN;HENKEL PREFERENCE;Verbrauchsgüter;Privat- & Haushaltswaren;Deutschland;11.06.2024;EUR;84.9;eher positive;36.68;89.15;0.1652;niedrig;positiv;fairer Preis;positiv;0.0385;STOXX600;13.7;0.1139;0.0661;0.1227;0.6279;1.6793;4;neutral;21514;1317;0.0612;1.19;0.0745;0.6781;0.0938;0.023
DE000HAG0005;HAG;HENSOLDT;Luftfahrt & Verteidigung;Industrie;Deutschland;11.06.2024;EUR;34.72;neutral;4.54;32.07;0.423;mittel;positiv;stark unterbewertet;negativ;-0.0889;STOXX600;15.1;0.2051;0.0668;0.091;0.2102;0.2867;2;positiv;1847;54;0.0292;1.47;0.2112;0.4805;0.0899;0.0175
IT0001250932;HER;HERA;Multiversorger;Versorger;Italien;11.06.2024;EUR;3.31;eher positive;5.38;3.74;0.1151;niedrig;negativ;leicht unterbewertet;positiv;-0.0465;STOXX600;11.3;0.0561;0.1284;0.0589;0.2258;0.8013;2;positiv;14897;441;0.0296;1.11;0.2712;0.9784;0.0645;0.0444
FR0000052292;RMS;HERMES INTERNATIONAL;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Frankreich;11.06.2024;EUR;2130;neutral;240.17;2308.5;0.1101;mittel;negativ;leicht überbewertet;negativ;-0.0656;STOXX600;37.3;0.2442;0.2835;0.4349;0.7434;0.075;0;neutral;13427;4310;0.321;4.4;0.0866;0.6567;0.3785;0.0089
SE0015961909;HEXAB;HEXAGON AB;Software;Technologie;Schweden ;11.06.2024;SEK;116.55;neutral;29.93;107.38;-0.0364;mittel;negativ;fairer Preis;negativ;-0.0384;STOXX600;18.7;0.1398;0.0884;0.2261;0.5931;0.3581;1;positiv;62380;9858;0.158;0.89;0.1767;0.3319;NULL;0.0139
SE0007074281;HPOL;HEXPOL AB;Spezialitäten-Chemie;Chemie;Schweden ;11.06.2024;SEK;126;neutral;4.14;137.12;0.0328;mittel;positiv;leicht unterbewertet;positiv;-0.0308;STOXX600;13.8;0.0975;0.1731;0.1622;0.6477;0.3624;3;neutral;22046;2524;0.1145;1.08;0.0304;0.9795;NULL;0.0325
FI4000571013;CGCBV;HIAB OYJ;Gewerbefahrzeuge;Industrie;Finnland;11.06.2024;EUR;45.67;eher positive;5.36;49.89;0.445;niedrig;positiv;leicht überbewertet;positiv;0.0209;STOXX600;12;0.0776;0.198;0.1093;0.4004;0.607;3;positiv;4569;347;0.0759;1.6;0.1618;1.0439;0.1011;0.0255
GB00B0LCW083;HIK;HIKMA PHARMACEUTICALS;Pharmaka;Gesundheitswesen;Grossbritannien ;11.06.2024;GBp;1973;positive;5.46;2222.25;0.1029;mittel;negativ;leicht unterbewertet;positiv;-0.0038;STOXX600;10.3;0.0756;0.0887;0.2157;0.4697;0.4359;2;positiv;2313;153;0.0661;1.57;0.2201;0.63;0.1562;0.0291
BMG4593F1389;HSX;HISCOX PLC;Sachversicherungen;Versicherungen;Grossbritannien ;11.06.2024;GBp;1115;eher positive;4.89;1262.28;0.0579;niedrig;negativ;stark unterbewertet;negativ;-0.0492;STOXX600;7.2;0.0529;0.2216;0.148;0.3677;0.7076;1;positiv;3673;573;0.156;-1.03;0.0744;0.5225;0.1728;0.0287
DE0006070006;HOT;HOCHTIEF;Anlagenbau;Baugewerbe & Werkstoffe;Deutschland;11.06.2024;EUR;97.2;neutral;7.95;107.32;-0.0309;mittel;positiv;stark unterbewertet;negativ;-0.0441;STOXX600;10.2;0.0979;0.4231;0.0264;0.0639;0.1638;2;neutral;27756;523;0.0188;1.11;0.2514;1.4359;0.0303;0.0515
CH0012214059;HOLN;HOLCIM;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;11.06.2024;CHF;40.72;eher positive;51.58;43.42;0.2139;niedrig;negativ;stark unterbewertet;positiv;0.0239;STOXX600;11.5;0.0958;0.1171;0.2015;0.4934;0.7009;3;neutral;27009;3044;0.1127;1.44;0.2237;0.5126;0.1859;0.0385
SE0011090018;HOLMB;HOLMEN AB;Papierprodukte;Rohstoffe;Schweden ;11.06.2024;SEK;422.2;eher positive;6.47;469.33;-0.0082;niedrig;positiv;fairer Preis;negativ;-0.0454;STOXX600;18.7;0.117;0.0649;0.1858;0.714;1.1732;2;neutral;22795;3697;0.1622;1.63;0.0259;0.2859;0.2218;0.0249
GB0005576813;MFI;HOWDEN JOINERY;Möbel;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;860;neutral;6.09;956.69;0.057;mittel;negativ;leicht unterbewertet;negativ;-0.0631;STOXX600;14.7;0.1184;0.2602;0.1489;0.4739;0.2192;1;neutral;2311;255;0.1103;1.92;0.2902;1.1194;0.1713;0.0254
GB0005405286;HSBA;HSBC HOLDINGS;Banken;Geldinstitute;Grossbritannien ;11.06.2024;GBp;677.6;positive;165.28;759.81;0.0662;niedrig;positiv;leicht unterbewertet;positiv;-0.0198;STOXX600;6.7;0.0505;0.1373;0.296;0.0552;1.0741;3;positiv;108929;18046;0.1657;1.43;0.0384;0.0457;0.1913;0.0859
FI0009000459;HUH1V;HUHTAMAKI;Container & Verpackungen;Industrie;Finnland;11.06.2024;EUR;36.26;eher positive;4.1;40.67;-0.0128;niedrig;negativ;stark unterbewertet;negativ;-0.0123;STOXX600;12.4;0.1067;0.1122;0.0999;0.3941;0.4788;1;positiv;4169;206;0.0494;1.6;0.3008;0.8937;0.1019;0.0313
ES0177542018;IAG;IAG SA;Fluggesellschaften;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;167.15;neutral;10.54;187.3;0.0784;mittel;negativ;leicht unterbewertet;negativ;-0.0709;STOXX600;3.7;0.036;0.8144;0.1375;0.0868;0.3721;1;neutral;25616;2309;0.0901;0.63;0.3671;0.7845;0.1602;0.0371
ES0144580Y14;IBE;IBERDROLA;Stromversorger;Versorger;Spanien;11.06.2024;EUR;12.07;positive;82.25;13.31;0.0173;niedrig;negativ;stark unterbewertet;positiv;-0.0044;STOXX600;13.8;0.0919;0.1114;0.1867;0.2778;0.584;3;positiv;49146;4803;0.0977;0.82;0.2532;0.3167;0.1935;0.0483
GB00B06QFB75;IGG;IG GROUP HLDGS;Spezialfinanz;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBp;787.5;positive;3.74;881.45;0.0287;niedrig;positiv;leicht unterbewertet;positiv;0.0169;STOXX600;6.7;0.1088;0.1812;0.4495;0.6726;0.7355;4;neutral;1043;365;0.35;NULL;0.1038;0.3481;0.4086;0.0606
NL0010801007;IMCD;IMCD GROUP;Spezialitäten-Chemie;Chemie;Holland;11.06.2024;EUR;141.1;neutral;8.63;129.6;-0.1044;mittel;positiv;leicht überbewertet;negativ;-0.02;STOXX600;18.5;0.1293;0.1695;0.0976;0.4135;0.1923;1;neutral;4443;292;0.0657;1.75;0.28;1.065;0.0915;0.0163
GB00BGLP8L22;IMI;IMI;Industriemaschinen;Industrie;Grossbritannien ;11.06.2024;GBp;1826;neutral;6.15;1964.92;0.0843;mittel;negativ;fairer Preis;positiv;-0.0226;STOXX600;12.9;0.1003;0.2303;0.1757;0.417;0.235;2;positiv;2196;237;0.1079;1.5;0.2455;0.8889;0.1647;0.0173
GB0004544929;IMB;IMPERIAL BRANDS;Tabak;Privat- & Haushaltswaren;Grossbritannien ;11.06.2024;GBp;1978;positive;21.64;2106.57;0.0949;niedrig;positiv;leicht unterbewertet;positiv;0.0778;STOXX600;5.2;0.0844;0.3866;0.19;0.2042;0.4028;4;neutral;18077;2328;0.1288;0.72;0.2764;0.613;0.1633;0.0797
GB00B61TVQ02;INCH;INCHCAPE;Automobilteile & Zubehör;Automobile & Zubehör;Grossbritannien ;11.06.2024;GBp;773.5;neutral;4.16;849.69;0.0811;mittel;positiv;leicht unterbewertet;positiv;-0.0117;STOXX600;7.4;0.0807;0.1775;0.0562;0.2131;0.516;3;neutral;11447;270;0.0236;1.06;0.1397;1.6034;0.037;0.0469
ES0148396007;ITX;INDITEX;Bekleidung;Einzel- & Grosshandel;Spanien;11.06.2024;EUR;45.47;positive;152.65;49.47;0.1532;niedrig;negativ;leicht unterbewertet;positiv;0.0671;STOXX600;19.6;0.1457;0.2428;0.1697;0.5673;0.191;3;positiv;32569;4130;0.1268;1.8;0.1309;1.0862;0.212;0.039
ES0118594417;IDR;INDRA SISTEMAS;Informatik Dienstleister;Technologie;Spanien;11.06.2024;EUR;20.94;positive;4.07;22.89;0.4957;niedrig;negativ;stark unterbewertet;positiv;0.0611;STOXX600;10.9;0.1326;0.1841;0.0892;0.2305;0.4581;3;positiv;4343;206;0.0474;1.13;0.1193;0.8958;0.0702;0.0139
SE0001515552;I1M;INDUTRADE;Verbraucherelektronik;Industrie;Schweden ;11.06.2024;SEK;280.2;neutral;9.43;301.73;0.0703;mittel;negativ;leicht überbewertet;negativ;0.0338;STOXX600;26.1;0.1897;0.1979;0.1466;0.4628;0.1518;1;positiv;31835;2865;0.09;1.99;0.2585;1.0179;NULL;0.0117
CH1431598916;IFCN;INFICON;Industriemaschinen;Industrie;Schweiz ;11.06.2024;CHF;146.2;neutral;4.01;156.03;0.2123;mittel;positiv;leicht überbewertet;positiv;0.0817;STOXX600;30.4;0.1907;0.3319;0.1923;0.6545;0.0971;3;positiv;605;95;0.157;2.19;0;1.3847;0.1819;0.015
DE0006231004;IFX;INFINEON TECHNOLOGIES;Halbleiter;Technologie;Deutschland;11.06.2024;EUR;37.65;neutral;52.66;34.57;-0.004;mittel;negativ;stark unterbewertet;positiv;-0.0025;STOXX600;14.9;0.1514;0.198;0.2742;0.557;0.3875;3;positiv;16309;3137;0.1923;1.89;0.208;0.5735;0.2999;0.0098
GB00BMJ6DW54;INF;INFORMA;Verlagswesen;Medien;Grossbritannien ;11.06.2024;GBp;826.6;positive;14.35;913.07;0.0581;niedrig;positiv;leicht unterbewertet;positiv;-0.0068;STOXX600;13.1;0.1225;0.0621;0.1841;0.5856;0.6315;4;positiv;3190;419;0.1313;0.59;0.1518;0.2768;0.2548;0.0254
IT0005090300;INW;INFRASTRUTTURE WIRELESS;Telekommunikationsausrüstung;Technologie;Italien;11.06.2024;EUR;9.64;positive;10.15;10.94;-0.1576;niedrig;positiv;stark unterbewertet;negativ;-0.0187;STOXX600;18.6;0.1599;0.0783;0.5317;0.4638;0.3997;2;positiv;960;339;0.3531;0.39;0.4123;0.1027;0.7341;0.0551
NL0011821202;INGA;ING GROEP;Banken;Geldinstitute;Holland;11.06.2024;EUR;15.95;positive;56.79;17.81;0.1794;niedrig;positiv;leicht unterbewertet;positiv;0.0001;STOXX600;6.7;0.0626;0.1396;0.4647;0.0535;1.1539;3;positiv;22576;7287;0.3228;0.25;0.1674;0.0231;NULL;0.0643
LU2290522684;INPST;INPOST;Transportwesen;Industrie;Holland;11.06.2024;EUR;16.42;positive;8.95;19.26;0.312;mittel;negativ;leicht unterbewertet;positiv;0.075;STOXX600;16.4;0.3017;0.4785;0.1519;0.1307;0.0476;3;positiv;1947;143;0.0734;0.94;0.5958;0.8545;0.2023;0
GB00BHJYC057;IHG;INTERCONTINENTAL;Hotels;Reisen & Freizeit;Grossbritannien ;11.06.2024;GBp;8000;eher positive;16.41;8714.48;0.1283;niedrig;positiv;fairer Preis;negativ;0.0206;STOXX600;17.7;0.1606;0.3944;0.2418;-0.4052;-0.131;3;neutral;3720;603;0.1621;0.97;0.6156;0.9853;0.1767;0.0176
GB00BYT1DJ19;ICP;INTERMEDIATE CAPITAL;Spezialfinanz;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBp;2270;positive;8.18;2594.75;0.3508;mittel;positiv;stark unterbewertet;positiv;0.0489;STOXX600;11.3;0.0872;0.1389;0.4634;0.2231;0.5822;4;neutral;672;281;0.4182;NULL;0.6772;0.0742;0.4449;0.0398
IT0001078911;IP;INTERPUMP GROUP;Industriemaschinen;Industrie;Italien;11.06.2024;EUR;42.18;neutral;4.96;38.93;-0.1001;mittel;negativ;fairer Preis;negativ;-0.0076;STOXX600;14.3;0.1066;0.1529;0.1818;0.5529;0.3577;2;positiv;2240;274;0.1223;1.93;0.1552;0.6905;0.1682;0.0083
GB0031638363;ITRK;INTERTEK GROUP;Dienstleister für Unternehmen;Industrie;Grossbritannien ;11.06.2024;GBp;4786;positive;9.95;5466.9;0.1272;niedrig;positiv;leicht unterbewertet;positiv;-0.0213;STOXX600;16.8;0.1252;0.2247;0.156;0.3741;0.1933;3;positiv;3329;297;0.0892;1.09;0.2969;0.9409;0.1523;0.0332
IT0000072618;ISP;INTESA SANPAOLO;Banken;Geldinstitute;Italien;11.06.2024;EUR;3.48;positive;69.83;3.91;0.3151;niedrig;positiv;leicht unterbewertet;positiv;0.0136;STOXX600;6.6;0.0626;0.1343;0.4791;0.0664;1.3234;4;positiv;25168;8592;0.3414;1.97;0.0973;0.0261;NULL;0.0971
GB00B17BBQ50;INVP;INVESTEC;Wertpapierdienstleistungen;Finanzdienstleistungen;Grossbritannien ;11.06.2024;GBp;522;neutral;12.3;574.37;-0.0184;mittel;negativ;leicht unterbewertet;negativ;-0.039;STOXX600;6;0.0599;0.1707;0.2299;0.0782;1.6509;1;neutral;4476;765;0.1709;2.64;0.1185;0.0781;0.184;0.0716
FR0010259150;IPN;IPSEN;Pharmaka;Gesundheitswesen;Frankreich;11.06.2024;EUR;120.9;positive;10.9;133.8;0.1205;niedrig;positiv;fairer Preis;positiv;0.0251;STOXX600;10.8;0.0907;0.1685;0.2001;0.605;0.429;4;positiv;3128;644;0.2059;1.17;0.054;0.4946;0.2341;0.01
DK0060542181;ISS;ISS;Dienstleister für Unternehmen;Industrie;Dänemark;11.06.2024;DKK;129.1;neutral;3.48;118.74;0.0012;hoch;negativ;leicht unterbewertet;positiv;0.0487;STOXX600;7.2;0.1251;0.0282;0.0406;0.2035;0.4139;3;positiv;78681;279;0.0035;0.96;0.2762;1.6184;0.0222;0.0341
IT0005211237;IG;ITALGAS;Gasversorger;Versorger;Italien;11.06.2024;EUR;4.56;eher positive;4.33;5;-0.0618;niedrig;negativ;leicht unterbewertet;positiv;-0.0157;STOXX600;7.9;0.0609;0.1928;0.2753;0.2047;0.5429;2;positiv;2564;440;0.1716;0.72;0.5285;0.2302;0.3752;0.0782
GB0033986497;ITV;ITV PLC.;Medien und Unterhaltung;Medien;Grossbritannien ;11.06.2024;GBp;77.15;eher positive;3.96;87;0.2192;mittel;positiv;leicht unterbewertet;positiv;-0.008;STOXX600;6.9;0.0886;0.1176;0.0933;0.4262;0.7014;4;positiv;3624;210;0.0579;1.5;0.204;0.8647;0.0946;0.0653
NL0015000LU4;IVG;IVECO GROUP;Gewerbefahrzeuge;Industrie;Italien;11.06.2024;EUR;11.6;neutral;4.31;10.67;0.4234;mittel;negativ;leicht unterbewertet;negativ;-0.0061;STOXX600;4.6;0.1656;0.0926;0.048;0.128;1.0896;1;positiv;16206;218;0.0135;1.09;0.1174;0.8815;0.0504;0.0305
GB00BM8Q5M07;JD.;JD SPORTS FASHION;Bekleidung;Einzel- & Grosshandel;Grossbritannien ;11.06.2024;GBp;123.6;neutral;8.22;112.59;-0.2552;hoch;positiv;leicht unterbewertet;positiv;0.0206;STOXX600;8.6;0.0897;0.0672;0.1027;0.2641;0.253;4;positiv;10125;143;0.0141;1.59;0.2434;1.2617;0.0766;0.0085
NL0014332678;JDEP;JDE PEETS NV;Nahrungsmittel;Nahrungsmittel & Getränke;Holland;11.06.2024;EUR;19.63;eher positive;10.43;22.48;-0.1942;niedrig;positiv;stark unterbewertet;negativ;-0.0568;STOXX600;9.9;0.0844;0.0333;0.1018;0.4769;0.932;2;positiv;8191;367;0.0448;0.82;0.2328;0.354;0.1227;0.0357
PTJMT0AE0001;JMT;JERONIMO MARTINS;Nahrungsmittel;Einzel- & Grosshandel;Portugal;11.06.2024;EUR;19.65;positive;13.43;22.54;-0.1471;niedrig;negativ;stark unterbewertet;positiv;0.0024;STOXX600;13.3;0.1081;0.2691;0.0419;0.1968;0.1943;3;positiv;30608;757;0.0247;0.6;0.2191;2.1409;0.0542;0.0352
GB00BZ4BQC70;JMAT;JOHNSON MATTHEY;Spezialitäten-Chemie;Chemie;Grossbritannien ;11.06.2024;GBp;1619;eher positive;3.8;1895.39;-0.0462;niedrig;positiv;leicht unterbewertet;negativ;-0.0985;STOXX600;8.6;0.115;0.1024;0.0368;0.3612;0.6999;2;neutral;14933;260;0.0174;1.51;0.2121;2.1245;0.0299;0.0494
CH0102484968;BAER;JULIUS BAER GRUPPE;Banken;Geldinstitute;Schweiz ;11.06.2024;CHF;51.26;neutral;11.28;56.96;0.0872;mittel;positiv;leicht unterbewertet;negativ;-0.0455;STOXX600;7.5;0.2303;0.0736;0.1117;0.0637;0.6382;2;positiv;5826;454;0.0779;2.05;0.0353;0.0602;0.1199;0.0541
NL0012015705;TKWY;JUST EAT TAKEAWAY;Nahrungsmittel;Einzel- & Grosshandel;Holland;11.06.2024;EUR;12.11;eher negative;2.95;10.45;-0.1213;hoch;positiv;stark überbewertet;negativ;-0.0752;STOXX600;-33.9;0.1144;-0.3154;-0.0828;0.5453;2.0617;1;positiv;5167;-1846;-0.3573;1.5;0.2076;0.4815;-0.2543;0
DK0010307958;JYSK;JYSKE BANK;Banken;Geldinstitute;Dänemark;11.06.2024;DKK;541.5;neutral;5;583.27;0.1188;niedrig;negativ;stark überbewertet;negativ;0.0067;STOXX600;6.9;-0.0026;0.1349;0.6258;0.0546;1.3688;0;positiv;29581;5741;0.1941;0.23;0.3921;0.0379;0.2168;0.0418
DE000KSAG888;SDF;K + S;Spezialitäten-Chemie;Chemie;Deutschland;11.06.2024;EUR;12.88;neutral;2.52;11.94;-0.0999;mittel;positiv;leicht unterbewertet;negativ;-0.0143;STOXX600;17.8;0.1956;0.0323;0.0671;0.6636;2.5374;2;neutral;3873;210;0.0542;2.14;0.015;0.3952;0.1698;0.0078
BE0003565737;KBC;KBC GROUP;Banken;Geldinstitute;Belgien;11.06.2024;EUR;63.9;eher positive;29.61;72.62;0.0882;niedrig;negativ;leicht unterbewertet;negativ;-0.0474;STOXX600;7.4;0.0518;0.1517;0.4205;0.0634;0.9176;1;positiv;26568;3338;0.1256;0.22;0.1255;0.0766;0.1402;0.0735
FI0009004824;KEMIRA;KEMIRA;Spezialitäten-Chemie;Chemie;Finnland;11.06.2024;EUR;24.14;eher positive;3.97;25.35;0.4378;niedrig;positiv;fairer Preis;positiv;0.109;STOXX600;12.1;0.0982;0.1196;0.0994;0.4771;0.6455;4;neutral;3384;199;0.0588;1.34;0.1765;0.9697;NULL;0.0297
FR0000121485;KER;KERING;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Frankreich;11.06.2024;EUR;319.35;eher negative;43.33;287.02;-0.1996;hoch;negativ;stark unterbewertet;negativ;-0.0327;STOXX600;15.4;0.1117;0.1961;0.2373;0.3677;0.311;1;neutral;19566;2983;0.1525;1.38;0.3514;0.473;0.2456;0.0337
IE0004906560;KRZ;KERRY GROUP PLC;Nahrungsmittel;Nahrungsmittel & Getränke;Irland;11.06.2024;EUR;76.2;eher positive;14.28;85.24;-0.0313;niedrig;positiv;leicht unterbewertet;negativ;-0.0408;STOXX600;13.2;0.1194;0.1117;0.121;0.5577;0.4716;2;positiv;8020;728;0.0908;1.66;0.208;0.6859;0.1281;0.0174
FI0009000202;KESKOB;KESKO OYJ;Nahrungsmittel;Einzel- & Grosshandel;Finnland;11.06.2024;EUR;16.23;eher positive;7.04;18.36;-0.0943;mittel;negativ;stark unterbewertet;negativ;-0.0067;STOXX600;12.8;0.0834;0.1797;0.0587;0.3557;0.5682;2;positiv;11784;496;0.0421;1.02;0.3015;1.5196;0.0876;0.0599
PLKGHM000017;KGH;KGHM POLSKA MIEDZ SA;Nichteisen-Metalle;Rohstoffe;Polen;11.06.2024;PLN;142.15;neutral;7.13;160.49;0.1585;mittel;positiv;leicht unterbewertet;negativ;-0.0457;STOXX600;8.3;0.4461;-0.1295;-0.003;0.5559;1.164;2;neutral;32832;-3698;-0.1126;1.15;0.0927;0.639;-0.0422;0.012
