ISIN;Ticker;Name;Sektor;Industrie;Land;Datum;Währung;Schlusskurs;Gesamteindruck;Marktkapitalisierung (in Milliarden USD);Zielpreis;Performance dieses Jahr;Sensitivität;Gewinnrevisionen;Potenzial;Mittelfristige Technische Trend;4 Wochen (Relative) Performance;Vergleichsindex;KGV;Langfristiges Wachstum;Eigenkapitalrendite;Operative Gewinnmarge;Eigenmittel;Buchwert zu Preis;Anzahl Sterne;Gesamteindruck Marktumfeld;Umsatz  (in Mio);Reingewinn (in Mio);Reingewinn;Current Ratio;Langfristiges Fremdkapital;Umsatz zu Aktien;Cash flow zu Umsatz;Erwartete Dividende
CH1169151003;FI.N;GEORG FISCHER;Industriemaschinen;Industrie;Schweiz ;09.07.2024;CHF;61;neutral;5.63;67.78;-0.0016;mittel;negativ;stark unterbewertet;negativ;-0.0419;STOXX600;13.1;0.1529;5.3409;0.0924;-0.0106;-0.0088;1;negativ;4026;235;0.0584;1.73;0.5638;0.968;0.0887;0.0236
DE000A0LD6E6;GXI;GERRESHEIMER;Medizinische Geräte;Gesundheitswesen;Deutschland;09.07.2024;EUR;101;eher negative;3.77;90.19;0.0705;hoch;positiv;stark unterbewertet;negativ;-0.0414;STOXX600;13.4;0.1741;0.0803;0.1124;0.4145;0.4819;2;positiv;1990;116;0.0583;0.89;0.1888;0.5708;0.1501;0.0146
SE0000202624;GETIB;GETINGE AB;Medizinische Geräte;Gesundheitswesen;Schweden ;09.07.2024;SEK;181.75;neutral;4.78;206.52;-0.1897;mittel;negativ;stark unterbewertet;negativ;-0.0143;STOXX600;14.4;0.1474;0.08;0.1172;0.5475;0.5292;1;positiv;31827;2412;0.0758;1.26;0.09;0.5776;0.1415;0.0259
FR0010533075;GET;GETLINK;Transportwesen;Industrie;Frankreich;09.07.2024;EUR;15.84;neutral;9.35;16.91;-0.0438;mittel;positiv;leicht überbewertet;positiv;-0.0166;STOXX600;27;0.1589;0.132;0.3707;0.2735;0.2755;2;negativ;1829;326;0.1782;3.18;0.5866;0.2026;NULL;0.0395
CH0010645932;GIVN;GIVAUDAN SA;Spezialitäten-Chemie;Chemie;Schweiz ;09.07.2024;CHF;4372;eher positive;44.23;4663.1;0.2549;niedrig;negativ;leicht überbewertet;positiv;0.0359;STOXX600;32.4;0.2096;0.2236;0.1595;0.3588;0.1242;2;neutral;6915;893;0.1291;1.75;0.4011;0.6214;0.1806;0.0164
NO0010582521;GJF;GJENSIDIGE FORSIKRING;Universalversicherungen;Versicherungen;Norwegen;09.07.2024;NOK;195.6;positive;9.17;209.2;0.0432;niedrig;positiv;stark unterbewertet;positiv;0.0787;STOXX600;14.3;0.1535;0.1796;0.1451;0.1577;0.2454;4;positiv;39789;4132;0.1038;0.06;0.0383;0.2728;NULL;0.0493
IE0000669501;GLB;GLANBIA;Nahrungsmittel;Nahrungsmittel & Getränke;Irland;09.07.2024;EUR;18.48;eher positive;5.21;20.38;0.2394;niedrig;positiv;leicht unterbewertet;positiv;-0.01;STOXX600;12.1;0.0995;0.1665;0.0751;0.5406;0.4885;3;negativ;5018;322;0.0642;1.68;0.1629;1.4052;0.0915;0.0221
GB00BN7SWP63;GSK;GLAXOSMITHKLINE;Pharmaka;Gesundheitswesen;Grossbritannien ;09.07.2024;GBp;1510;eher positive;78.79;1729.9;0.0412;niedrig;positiv;leicht unterbewertet;negativ;-0.0506;STOXX600;7.6;0.0861;0.3692;0.2577;0.2262;0.2269;2;positiv;30328;4928;0.1625;0.88;0.2577;0.514;0.2564;0.0404
JE00B4T3BW64;GLEN;GLENCORE;Minen;Rohstoffe;Grossbritannien ;09.07.2024;GBp;476.05;positive;74.72;546.58;0.0084;niedrig;positiv;leicht unterbewertet;positiv;0.0359;STOXX600;9.9;0.0958;0.1007;0.0487;0.3518;0.5948;4;neutral;175361;3443;0.0196;1.22;0.1718;1.8047;0.0471;0.0273
IE00B00MZ448;GFTU;GRAFTON GROUP PLC;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Grossbritannien ;09.07.2024;GBp;941.5;eher positive;2.44;1059.64;0.0334;niedrig;negativ;stark unterbewertet;negativ;-0.0194;STOXX600;11.3;0.0929;0.0898;0.0906;0.59;0.8822;1;neutral;2319;149;0.0643;2.46;0.2025;0.8264;0.1184;0.0388
GB00B63QSB39;GRG;GREGGS PLC.;Restaurants & Bars;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;2848;eher positive;3.78;3108.39;0.0945;niedrig;negativ;fairer Preis;positiv;0.0218;STOXX600;17.2;0.1367;0.2684;0.1007;0.4671;0.2011;3;positiv;1810;143;0.079;1.09;0.235;1.5923;0.1478;0.0253
ES0171996087;GRF;GRIFOLS SA;Biotechnologie;Gesundheitswesen;Spanien;09.07.2024;EUR;9.66;neutral;6.67;8.67;-0.375;hoch;negativ;leicht unterbewertet;positiv;0.0559;STOXX600;8.4;0.2879;0.0102;0.1156;0.2716;0.8931;3;positiv;6592;59;0.009;2.79;0.4297;0.3073;0.076;0
FR0011726835;GTT;GTT;Transportwesen;Industrie;Frankreich;09.07.2024;EUR;125.3;eher positive;5.07;141.02;0.045;niedrig;positiv;leicht unterbewertet;positiv;-0.0051;STOXX600;12.8;0.152;0.5988;0.5443;0.5456;0.0759;4;negativ;428;201;0.4696;1.93;0.0097;0.6939;0.4956;0.056
SE0000106270;HMB;H&M HENNES & MAURITZ AB;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Schweden ;09.07.2024;SEK;168.75;neutral;26.06;193.31;-0.0446;mittel;positiv;stark unterbewertet;negativ;-0.0761;STOXX600;15.4;0.18;0.1842;0.0601;0.2621;0.1982;2;negativ;236035;8752;0.0371;1.19;0.3465;1.3021;0.1343;0.0437
GB00BMX86B70;HLN;HALEON;Pharmaka;Gesundheitswesen;Grossbritannien ;09.07.2024;GBP;331.5;eher positive;38.19;357.4;0.0306;niedrig;positiv;fairer Preis;positiv;0.0261;STOXX600;15.7;0.1161;0.0632;0.2308;0.4876;0.5591;4;positiv;11302;1049;0.0928;1.04;0.2584;0.3319;0.1202;0.0202
GB0004052071;HLMA;HALMA;Verbraucherelektronik;Industrie;Grossbritannien ;09.07.2024;GBp;2675;eher positive;12.81;2841.63;0.1712;niedrig;positiv;leicht überbewertet;positiv;0.1876;STOXX600;27.4;0.176;0.1467;0.1751;0.5734;0.1899;3;negativ;1853;235;0.1268;2.62;0.2675;0.6645;0.1813;0.0088
DE0008402215;HNR1;HANNOVER RUECK;Rückversicherungen;Versicherungen;Deutschland;09.07.2024;EUR;238.2;positive;31.24;256.49;0.1012;niedrig;negativ;stark unterbewertet;positiv;0.0383;STOXX600;11.2;0.1046;0.1802;0.0902;0.1559;0.3883;3;positiv;22091;1825;0.0826;-3.3;0.0707;0.3401;NULL;0.0361
DE0006047004;HEI;HEIDELBERG MATERIALS;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Deutschland;09.07.2024;EUR;97.62;eher positive;19.63;107.11;0.2061;niedrig;negativ;stark unterbewertet;positiv;0.0445;STOXX600;7.4;0.0747;0.1119;0.1326;0.4743;1.17;3;neutral;21178;1929;0.0911;1.19;0.1777;0.5826;0.1494;0.0339
NL0000009165;HEIA;HEINEKEN;Brauereien;Nahrungsmittel & Getränke;Holland;09.07.2024;EUR;88.9;eher positive;54.25;99.52;-0.0331;niedrig;positiv;leicht unterbewertet;negativ;-0.0368;STOXX600;14.6;0.1289;0.1149;0.1338;0.3557;0.3858;2;negativ;30362;2304;0.0759;0.77;0.2491;0.5385;0.1484;0.0211
CH0466642201;HELN;HELVETIA HOLDING;Universalversicherungen;Versicherungen;Schweiz ;09.07.2024;CHF;123.1;positive;7.31;132.88;0.0621;niedrig;positiv;leicht unterbewertet;positiv;0.0382;STOXX600;10.8;0.1522;0.0829;0.0515;0.0552;0.4586;4;positiv;10463;277;0.0265;0.07;0.0408;0.1729;0.0404;0.0555
SE0015671995;HEM;HEMNET GROUP;Internet;Technologie;Schweden ;09.07.2024;SEK;346;eher positive;3.07;363.3;0.4611;mittel;positiv;fairer Preis;positiv;0.2034;STOXX600;34.3;0.3395;0.2689;0.4493;0.5842;0.057;4;positiv;1005;339;0.3373;1.32;0.247;0.466;0.4065;0.0064
DE0006048432;HEN;HENKEL PREFERENCE;Verbrauchsgüter;Privat- & Haushaltswaren;Deutschland;09.07.2024;EUR;81.7;eher positive;35.95;87.85;0.1213;niedrig;negativ;leicht unterbewertet;positiv;-0.0111;STOXX600;13.9;0.1133;0.0661;0.1227;0.6279;1.6793;2;negativ;21514;1317;0.0612;1.19;0.0745;0.6781;0.0938;0.024
DE000HAG0005;HAG;HENSOLDT;Luftfahrt & Verteidigung;Industrie;Deutschland;09.07.2024;EUR;34.84;neutral;4.4;32.08;0.4279;mittel;positiv;stark unterbewertet;negativ;-0.0379;STOXX600;15;0.2038;0.0668;0.091;0.2102;0.2867;2;negativ;1847;54;0.0292;1.47;0.2112;0.4805;0.0899;0.0176
IT0001250932;HER;HERA;Multiversorger;Versorger;Italien;09.07.2024;EUR;3.26;eher positive;5.18;3.6;0.0969;niedrig;negativ;stark unterbewertet;positiv;0.0288;STOXX600;11.2;0.0566;0.1284;0.0589;0.2258;0.8013;3;neutral;14897;441;0.0296;1.11;0.2712;0.9784;0.0645;0.0453
FR0000052292;RMS;HERMES INTERNATIONAL;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Frankreich;09.07.2024;EUR;2061;neutral;236.39;2232.84;0.0741;mittel;negativ;leicht überbewertet;negativ;-0.0411;STOXX600;37.8;0.2439;0.2835;0.4349;0.7434;0.075;0;negativ;13427;4310;0.321;4.4;0.0866;0.6567;0.3785;0.0091
SE0015961909;HEXAB;HEXAGON AB;Software;Technologie;Schweden ;09.07.2024;SEK;117.4;neutral;30.83;107.91;-0.0294;mittel;negativ;fairer Preis;positiv;0.0191;STOXX600;18.5;0.1381;0.0884;0.2261;0.5931;0.3581;3;positiv;62380;9858;0.158;0.89;0.1767;0.3319;NULL;0.0141
SE0007074281;HPOL;HEXPOL AB;Spezialitäten-Chemie;Chemie;Schweden ;09.07.2024;SEK;116.6;neutral;3.86;129.55;-0.0443;mittel;negativ;leicht unterbewertet;negativ;-0.0499;STOXX600;14.2;0.0959;0.1731;0.1622;0.6477;0.3624;1;neutral;22046;2524;0.1145;1.08;0.0304;0.9795;NULL;0.0347
FI4000571013;CGCBV;HIAB OYJ;Gewerbefahrzeuge;Industrie;Finnland;09.07.2024;EUR;42.7;eher positive;3.03;49.77;0.351;niedrig;negativ;stark unterbewertet;negativ;-0.0522;STOXX600;12.1;0.0913;0.198;0.1093;0.4004;0.607;1;negativ;4569;347;0.0759;1.6;0.1618;1.0439;0.1011;0.0325
GB00B0LCW083;HIK;HIKMA PHARMACEUTICALS;Pharmaka;Gesundheitswesen;Grossbritannien ;09.07.2024;GBp;1810;eher positive;5.14;2085.78;0.0117;niedrig;negativ;stark unterbewertet;negativ;-0.0488;STOXX600;9.6;0.0737;0.0887;0.2157;0.4697;0.4359;1;positiv;2313;153;0.0661;1.57;0.2201;0.63;0.1562;0.0316
BMG4593F1389;HSX;HISCOX PLC;Sachversicherungen;Versicherungen;Grossbritannien ;09.07.2024;GBp;1239;positive;5.5;1319.53;0.1755;niedrig;negativ;stark unterbewertet;positiv;0.0971;STOXX600;7.8;0.0584;0.2216;0.148;0.3677;0.7076;3;positiv;3673;573;0.156;-1.03;0.0744;0.5225;0.1728;0.0258
DE0006070006;HOT;HOCHTIEF;Anlagenbau;Baugewerbe & Werkstoffe;Deutschland;09.07.2024;EUR;105.6;neutral;8.77;112.76;0.0528;mittel;negativ;stark unterbewertet;positiv;0.0817;STOXX600;10.6;0.1091;0.4231;0.0264;0.0639;0.1638;3;neutral;27756;523;0.0188;1.11;0.2514;1.4359;0.0303;0.0483
CH0012214059;HOLN;HOLCIM;Baustoffe & Einbauten;Baugewerbe & Werkstoffe;Schweiz ;09.07.2024;CHF;41.2;eher positive;52.34;43.73;0.2281;niedrig;negativ;stark unterbewertet;positiv;0.0363;STOXX600;11.9;0.0978;0.1171;0.2015;0.4934;0.7009;3;neutral;27009;3044;0.1127;1.44;0.2237;0.5126;0.1859;0.0383
SE0011090018;HOLMB;HOLMEN AB;Papierprodukte;Rohstoffe;Schweden ;09.07.2024;SEK;418;eher positive;6.26;461.54;-0.0181;niedrig;negativ;fairer Preis;negativ;-0.0031;STOXX600;18.6;0.1206;0.0649;0.1858;0.714;1.1732;1;neutral;22795;3697;0.1622;1.63;0.0259;0.2859;0.2218;0.0246
GB0005576813;MFI;HOWDEN JOINERY;Möbel;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;880;neutral;6.32;960.27;0.0816;mittel;negativ;leicht unterbewertet;positiv;0.0271;STOXX600;15;0.1202;0.2602;0.1489;0.4739;0.2192;3;negativ;2311;255;0.1103;1.92;0.2902;1.1194;0.1713;0.025
GB0005405286;HSBA;HSBC HOLDINGS;Banken;Geldinstitute;Grossbritannien ;09.07.2024;GBp;669.5;eher positive;159.81;743.6;0.0535;niedrig;negativ;leicht unterbewertet;positiv;-0.0136;STOXX600;6.7;0.0512;0.1373;0.296;0.0552;1.0741;2;positiv;108929;18046;0.1657;1.43;0.0384;0.0457;0.1913;0.0843
FI0009000459;HUH1V;HUHTAMAKI;Container & Verpackungen;Industrie;Finnland;09.07.2024;EUR;38.74;eher positive;4.45;41.08;0.0547;niedrig;positiv;leicht unterbewertet;positiv;0.0718;STOXX600;13.1;0.1106;0.1122;0.0999;0.3941;0.4788;4;negativ;4169;206;0.0494;1.6;0.3008;0.8937;0.1019;0.0292
ES0177542018;IAG;IAG SA;Fluggesellschaften;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;172.9;eher positive;11.04;194.03;0.1155;mittel;positiv;leicht unterbewertet;positiv;0.0363;STOXX600;3.8;0.0406;0.8144;0.1375;0.0868;0.3721;4;positiv;25616;2309;0.0901;0.63;0.3671;0.7845;0.1602;0.0375
ES0144580Y14;IBE;IBERDROLA;Stromversorger;Versorger;Spanien;09.07.2024;EUR;11.74;eher positive;80.68;12.73;-0.011;niedrig;negativ;stark unterbewertet;positiv;0.0153;STOXX600;13.3;0.0917;0.1114;0.1867;0.2778;0.584;3;neutral;49146;4803;0.0977;0.82;0.2532;0.3167;0.1935;0.0498
GB00B06QFB75;IGG;IG GROUP HLDGS;Spezialfinanz;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBp;832;positive;3.97;898.54;0.0869;niedrig;negativ;leicht unterbewertet;positiv;0.069;STOXX600;8.2;0.0959;0.1812;0.4495;0.6726;0.7355;3;positiv;1043;365;0.35;NULL;0.1038;0.3481;0.4086;0.0575
NL0010801007;IMCD;IMCD GROUP;Spezialitäten-Chemie;Chemie;Holland;09.07.2024;EUR;129.3;neutral;8.05;121.35;-0.1793;mittel;positiv;fairer Preis;negativ;-0.0588;STOXX600;17;0.1235;0.1695;0.0976;0.4135;0.1923;2;neutral;4443;292;0.0657;1.75;0.28;1.065;0.0915;0.0179
GB00BGLP8L22;IMI;IMI;Industriemaschinen;Industrie;Grossbritannien ;09.07.2024;GBp;1775;neutral;5.97;1911.03;0.054;mittel;negativ;fairer Preis;negativ;-0.0211;STOXX600;12.5;0.0987;0.2303;0.1757;0.417;0.235;1;negativ;2196;237;0.1079;1.5;0.2455;0.8889;0.1647;0.0179
GB0004544929;IMB;IMPERIAL BRANDS;Tabak;Privat- & Haushaltswaren;Grossbritannien ;09.07.2024;GBp;2052;eher positive;22.37;2154.6;0.1359;niedrig;positiv;leicht unterbewertet;positiv;0.0552;STOXX600;5.4;0.0862;0.3866;0.19;0.2042;0.4028;4;negativ;18077;2328;0.1288;0.72;0.2764;0.613;0.1633;0.0771
GB00B61TVQ02;INCH;INCHCAPE;Automobilteile & Zubehör;Automobile & Zubehör;Grossbritannien ;09.07.2024;GBp;781.5;neutral;4.23;850.06;0.0922;mittel;positiv;leicht unterbewertet;positiv;0.013;STOXX600;7.5;0.081;0.1775;0.0562;0.2131;0.516;4;negativ;11447;270;0.0236;1.06;0.1397;1.6034;0.037;0.0468
ES0148396007;ITX;INDITEX;Bekleidung;Einzel- & Grosshandel;Spanien;09.07.2024;EUR;45.37;positive;153.51;51.17;0.1506;niedrig;positiv;leicht unterbewertet;positiv;0.0159;STOXX600;19.5;0.1456;0.2428;0.1697;0.5673;0.191;4;positiv;32569;4130;0.1268;1.8;0.1309;1.0862;0.212;0.0392
ES0118594417;IDR;INDRA SISTEMAS;Informatik Dienstleister;Technologie;Spanien;09.07.2024;EUR;18.59;eher positive;3.63;21.38;0.3279;niedrig;negativ;stark unterbewertet;negativ;-0.1037;STOXX600;9.9;0.1192;0.1841;0.0892;0.2305;0.4581;1;positiv;4343;206;0.0474;1.13;0.1193;0.8958;0.0702;0.0173
SE0001515552;I1M;INDUTRADE;Verbraucherelektronik;Industrie;Schweden ;09.07.2024;SEK;279.6;eher positive;9.77;308.24;0.068;niedrig;positiv;leicht überbewertet;positiv;0.0378;STOXX600;25.3;0.1843;0.1979;0.1466;0.4628;0.1518;3;negativ;31835;2865;0.09;1.99;0.2585;1.0179;NULL;0.0118
CH1431598916;IFCN;INFICON;Industriemaschinen;Industrie;Schweiz ;09.07.2024;CHF;137.6;neutral;3.77;148.69;0.141;mittel;positiv;leicht überbewertet;positiv;-0.0565;STOXX600;28.1;0.1803;0.3319;0.1923;0.6545;0.0971;2;negativ;605;95;0.157;2.19;0;1.3847;0.1819;0.016
DE0006231004;IFX;INFINEON TECHNOLOGIES;Halbleiter;Technologie;Deutschland;09.07.2024;EUR;34.98;neutral;50.25;32.2;-0.0746;mittel;positiv;stark unterbewertet;negativ;-0.0572;STOXX600;12.7;0.1485;0.198;0.2742;0.557;0.3875;2;positiv;16309;3137;0.1923;1.89;0.208;0.5735;0.2999;0.0106
GB00BMJ6DW54;INF;INFORMA;Verlagswesen;Medien;Grossbritannien ;09.07.2024;GBp;851;positive;14.59;922.38;0.0893;niedrig;positiv;leicht unterbewertet;positiv;0.0444;STOXX600;13.4;0.1256;0.0621;0.1841;0.5856;0.6315;4;positiv;3190;419;0.1313;0.59;0.1518;0.2768;0.2548;0.025
IT0005090300;INW;INFRASTRUTTURE WIRELESS;Telekommunikationsausrüstung;Technologie;Italien;09.07.2024;EUR;9.66;positive;10.06;10.78;-0.1563;niedrig;positiv;stark unterbewertet;negativ;0.0032;STOXX600;18.5;0.159;0.0783;0.5317;0.4638;0.3997;2;positiv;960;339;0.3531;0.39;0.4123;0.1027;0.7341;0.0553
NL0011821202;INGA;ING GROEP;Banken;Geldinstitute;Holland;09.07.2024;EUR;16.56;positive;58.42;17.75;0.224;niedrig;positiv;leicht unterbewertet;positiv;0.0329;STOXX600;6.8;0.0722;0.1396;0.4647;0.0535;1.1539;4;positiv;22576;7287;0.3228;0.25;0.1674;0.0231;NULL;0.0619
LU2290522684;INPST;INPOST;Transportwesen;Industrie;Holland;09.07.2024;EUR;15.53;neutral;8.52;17.68;0.2409;mittel;negativ;leicht unterbewertet;negativ;-0.0591;STOXX600;15.4;0.2884;0.4785;0.1519;0.1307;0.0476;1;negativ;1947;143;0.0734;0.94;0.5958;0.8545;0.2023;0
GB00BHJYC057;IHG;INTERCONTINENTAL;Hotels;Reisen & Freizeit;Grossbritannien ;09.07.2024;GBp;8154;eher positive;16.68;8880.73;0.1501;niedrig;negativ;fairer Preis;positiv;0.0497;STOXX600;18.7;0.1638;0.3944;0.2418;-0.4052;-0.131;3;positiv;3720;603;0.1621;0.97;0.6156;0.9853;0.1767;0.0173
GB00BYT1DJ19;ICP;INTERMEDIATE CAPITAL;Spezialfinanz;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBp;2202;positive;8.15;2546.99;0.3103;mittel;positiv;stark unterbewertet;positiv;0.0339;STOXX600;10.9;0.0861;0.1389;0.4634;0.2231;0.5822;4;positiv;672;281;0.4182;NULL;0.6772;0.0742;0.4449;0.0409
IT0001078911;IP;INTERPUMP GROUP;Industriemaschinen;Industrie;Italien;09.07.2024;EUR;40.96;neutral;4.78;37.82;-0.1261;mittel;positiv;fairer Preis;negativ;-0.0372;STOXX600;14;0.1055;0.1529;0.1818;0.5529;0.3577;2;negativ;2240;274;0.1223;1.93;0.1552;0.6905;0.1682;0.0085
GB0031638363;ITRK;INTERTEK GROUP;Dienstleister für Unternehmen;Industrie;Grossbritannien ;09.07.2024;GBp;4754;eher positive;9.84;5237.57;0.1196;niedrig;positiv;leicht unterbewertet;negativ;0.0047;STOXX600;16.9;0.1256;0.2247;0.156;0.3741;0.1933;2;negativ;3329;297;0.0892;1.09;0.2969;0.9409;0.1523;0.0336
IT0000072618;ISP;INTESA SANPAOLO;Banken;Geldinstitute;Italien;09.07.2024;EUR;3.55;positive;70.34;3.89;0.3441;niedrig;negativ;leicht unterbewertet;positiv;0.013;STOXX600;7.1;0.0619;0.1343;0.4791;0.0664;1.3234;3;positiv;25168;8592;0.3414;1.97;0.0973;0.0261;NULL;0.0951
GB00B17BBQ50;INVP;INVESTEC;Wertpapierdienstleistungen;Finanzdienstleistungen;Grossbritannien ;09.07.2024;GBp;588.5;positive;13.96;642.92;0.1066;niedrig;positiv;leicht unterbewertet;positiv;0.1608;STOXX600;6.7;0.0618;0.1707;0.2299;0.0782;1.6509;4;positiv;4476;765;0.1709;2.64;0.1185;0.0781;0.184;0.0652
FR0010259150;IPN;IPSEN;Pharmaka;Gesundheitswesen;Frankreich;09.07.2024;EUR;109.4;eher positive;9.89;123.21;0.0139;niedrig;negativ;fairer Preis;negativ;-0.0873;STOXX600;10.1;0.0851;0.1685;0.2001;0.605;0.429;1;positiv;3128;644;0.2059;1.17;0.054;0.4946;0.2341;0.011
DK0060542181;ISS;ISS;Dienstleister für Unternehmen;Industrie;Dänemark;09.07.2024;DKK;122;eher negative;3.3;109.37;-0.0539;hoch;negativ;leicht unterbewertet;negativ;-0.0533;STOXX600;6.8;0.1193;0.0282;0.0406;0.2035;0.4139;1;negativ;78681;279;0.0035;0.96;0.2762;1.6184;0.0222;0.0365
IT0005211237;IG;ITALGAS;Gasversorger;Versorger;Italien;09.07.2024;EUR;4.36;eher positive;4.08;4.83;-0.1046;niedrig;negativ;leicht unterbewertet;negativ;-0.0375;STOXX600;7.5;0.0583;0.1928;0.2753;0.2047;0.5429;1;neutral;2564;440;0.1716;0.72;0.5285;0.2302;0.3752;0.0825
GB0033986497;ITV;ITV PLC.;Medien und Unterhaltung;Medien;Grossbritannien ;09.07.2024;GBp;83;eher positive;4.25;90.8;0.3116;mittel;positiv;leicht unterbewertet;positiv;0.0725;STOXX600;7.5;0.0896;0.1176;0.0933;0.4262;0.7014;4;positiv;3624;210;0.0579;1.5;0.204;0.8647;0.0946;0.0612
NL0015000LU4;IVG;IVECO GROUP;Gewerbefahrzeuge;Industrie;Italien;09.07.2024;EUR;10.56;neutral;3.9;9.73;0.297;mittel;positiv;leicht unterbewertet;negativ;-0.0576;STOXX600;4.1;0.1524;0.0926;0.048;0.128;1.0896;2;negativ;16206;218;0.0135;1.09;0.1174;0.8815;0.0504;0.0365
GB00BM8Q5M07;JD.;JD SPORTS FASHION;Bekleidung;Einzel- & Grosshandel;Grossbritannien ;09.07.2024;GBp;111.5;eher negative;7.54;99.74;-0.3281;hoch;positiv;stark unterbewertet;negativ;-0.0846;STOXX600;7;0.0852;0.0672;0.1027;0.2641;0.253;2;positiv;10125;143;0.0141;1.59;0.2434;1.2617;0.0766;0.0094
NL0014332678;JDEP;JDE PEETS NV;Nahrungsmittel;Nahrungsmittel & Getränke;Holland;09.07.2024;EUR;18.58;eher positive;9.7;21.07;-0.2373;niedrig;positiv;stark unterbewertet;negativ;-0.0595;STOXX600;9.2;0.0864;0.0333;0.1018;0.4769;0.932;2;negativ;8191;367;0.0448;0.82;0.2328;0.354;0.1227;0.038
PTJMT0AE0001;JMT;JERONIMO MARTINS;Nahrungsmittel;Einzel- & Grosshandel;Portugal;09.07.2024;EUR;18.79;eher positive;12.6;21.23;-0.1845;niedrig;negativ;stark unterbewertet;negativ;-0.0361;STOXX600;13.4;0.1046;0.2691;0.0419;0.1968;0.1943;1;positiv;30608;757;0.0247;0.6;0.2191;2.1409;0.0542;0.0364
GB00BZ4BQC70;JMAT;JOHNSON MATTHEY;Spezialitäten-Chemie;Chemie;Grossbritannien ;09.07.2024;GBp;1648;neutral;3.87;1798.44;-0.0292;mittel;positiv;leicht unterbewertet;negativ;0.0274;STOXX600;8.9;0.1046;0.1024;0.0368;0.3612;0.6999;3;neutral;14933;260;0.0174;1.51;0.2121;2.1245;0.0299;0.0469
CH0102484968;BAER;JULIUS BAER GRUPPE;Banken;Geldinstitute;Schweiz ;09.07.2024;CHF;51.06;neutral;11.23;56.34;0.0829;mittel;negativ;leicht unterbewertet;negativ;0.0174;STOXX600;7.8;0.2167;0.0736;0.1117;0.0637;0.6382;2;positiv;5826;454;0.0779;2.05;0.0353;0.0602;0.1199;0.054
NL0012015705;TKWY;JUST EAT TAKEAWAY;Nahrungsmittel;Einzel- & Grosshandel;Holland;09.07.2024;EUR;11.22;eher negative;2.72;9.84;-0.1859;hoch;positiv;stark überbewertet;negativ;-0.0475;STOXX600;-65.4;0.009;-0.3154;-0.0828;0.5453;2.0617;1;positiv;5167;-1846;-0.3573;1.5;0.2076;0.4815;-0.2543;0
DK0010307958;JYSK;JYSKE BANK;Banken;Geldinstitute;Dänemark;09.07.2024;DKK;541;eher positive;5.06;609.96;0.1178;niedrig;positiv;stark unterbewertet;negativ;0.0088;STOXX600;6.7;0.0024;0.1349;0.6258;0.0546;1.3688;2;positiv;29581;5741;0.1941;0.23;0.3921;0.0379;0.2168;0.0458
DE000KSAG888;SDF;K + S;Spezialitäten-Chemie;Chemie;Deutschland;09.07.2024;EUR;11.72;neutral;2.28;11.26;-0.1806;mittel;negativ;stark unterbewertet;negativ;-0.0852;STOXX600;17.2;0.2112;0.0323;0.0671;0.6636;2.5374;1;neutral;3873;210;0.0542;2.14;0.015;0.3952;0.1698;0.0085
BE0003565737;KBC;KBC GROUP;Banken;Geldinstitute;Belgien;09.07.2024;EUR;66.58;eher positive;30.24;73.18;0.1339;niedrig;negativ;stark unterbewertet;negativ;0.0249;STOXX600;7.8;0.0539;0.1517;0.4205;0.0634;0.9176;2;positiv;26568;3338;0.1256;0.22;0.1255;0.0766;0.1402;0.07
FI0009004824;KEMIRA;KEMIRA;Spezialitäten-Chemie;Chemie;Finnland;09.07.2024;EUR;22.54;eher positive;3.81;25.02;0.3425;niedrig;negativ;leicht unterbewertet;positiv;0.0324;STOXX600;12.1;0.0943;0.1196;0.0994;0.4771;0.6455;3;neutral;3384;199;0.0588;1.34;0.1765;0.9697;NULL;0.0325
FR0000121485;KER;KERING;Bekleidung &  Accessoires;Privat- & Haushaltswaren;Frankreich;09.07.2024;EUR;321.9;neutral;43.36;296.85;-0.1932;hoch;positiv;stark unterbewertet;positiv;0.0036;STOXX600;14.1;0.1116;0.1961;0.2373;0.3677;0.311;4;negativ;19566;2983;0.1525;1.38;0.3514;0.473;0.2456;0.0337
IE0004906560;KRZ;KERRY GROUP PLC;Nahrungsmittel;Nahrungsmittel & Getränke;Irland;09.07.2024;EUR;77;eher positive;14.37;84;-0.0211;niedrig;positiv;leicht unterbewertet;negativ;0.0186;STOXX600;13.3;0.1204;0.1117;0.121;0.5577;0.4716;3;negativ;8020;728;0.0908;1.66;0.208;0.6859;0.1281;0.0174
